CODES,BRANCH,KPI, ACTUAL (MONTH) , ACTUAL (YTD) , BUDGET (MONTH) , BUDGET (YTD) , % VARIANCE (MONTH) , % VARIANCE (YTD) ,MONTH
019,DIASPORAH,NEW DEPOSITS, 2.73 , 3.14 , -   , -   ,0%,,APR
019,DIASPORAH,CUMULATIVE DEPOSITS,, 618.32 ,, 620.50 ,0%,,APR
019,DIASPORAH,GROSS LOAN BOOK, -   , -   ,, (15.04),0%,,APR
019,DIASPORAH,DISBURSEMENTS, -   , -   , -   , -   ,0%,,APR
019,DIASPORAH,TRADE FINANCE, -   , -   , -   , -   ,0%,,APR
019,DIASPORAH,FX INCOME, -   , -   , -   , -   ,0%,,APR
019,DIASPORAH,NEW ACCOUNTS, -   , -   , -   , -   ,0%,,APR
019,DIASPORAH,NFI, -   , -   , (1.46), 0.76 ,100%,,APR
019,DIASPORAH,PBT, 5.54 , 12.83 , (0.82), (2.01),772%,,APR
020,MTWAPA,NEW DEPOSITS," 2,970.13 "," 15,253.15 "," 11,650.01 "," 102,854.81 ",-75%,,APR
020,MTWAPA,CUMULATIVE DEPOSITS,," 233,711.41 ",," 252,487.00 ",0%,,APR
020,MTWAPA,GROSS LOAN BOOK, -   ," 157,724.81 ",," 131,144.33 ",0%,,APR
020,MTWAPA,DISBURSEMENTS, 259.55 ," 7,449.66 "," 20,868.44 "," 119,874.44 ",-99%,,APR
020,MTWAPA,TRADE FINANCE," 15,800.00 "," 42,200.00 "," 248,443.22 "," 437,443.22 ",-94%,,APR
020,MTWAPA,FX INCOME," 45,182.00 "," 325,718.00 "," 56,000.00 "," 353,000.00 ",-19%,,APR
020,MTWAPA,NEW ACCOUNTS, 129.00 , 545.00 , 178.00 , 712.00 ,-28%,,APR
020,MTWAPA,NFI, 233.30 ," 1,180.42 "," (1,574.54)"," 1,973.04 ",115%,,APR
020,MTWAPA,PBT," (2,130.21)"," (7,281.85)"," (1,266.25)"," (7,395.90)",-68%,,APR
000,CENTRAL OFFICE,NEW DEPOSITS, -   , -   , -   , -   ,0%,,MAY
000,CENTRAL OFFICE,CUMULATIVE DEPOSITS,, -   ,, -   ,0%,,MAY
000,CENTRAL OFFICE,GROSS LOAN BOOK, -   , -   ,, -   ,0%,,MAY
000,CENTRAL OFFICE,DISBURSEMENTS, -   , -   , -   , -   ,0%,,MAY
000,CENTRAL OFFICE,TRADE FINANCE, -   , -   , -   , -   ,0%,,MAY
000,CENTRAL OFFICE,FX INCOME, -   ," 209,870.00 ", -   ," 99,000.00 ",0%,,MAY
000,CENTRAL OFFICE,NEW ACCOUNTS, -   , -   , -   , -   ,0%,,MAY
000,CENTRAL OFFICE,NFI, 0.00 , 453.76 , 0.04 , 117.55 ,-99%,,MAY
000,CENTRAL OFFICE,PBT," (17,021.67)"," (162,886.57)"," (32,524.11)"," (141,494.98)",48%,,MAY
001,TOM MBOYA,NEW DEPOSITS," 28,999.27 "," 39,758.34 "," 7,465.98 "," 72,997.41 ",288%,,MAY
001,TOM MBOYA,CUMULATIVE DEPOSITS,," 518,381.91 ",," 508,575.86 ",0%,,MAY
001,TOM MBOYA,GROSS LOAN BOOK, -   ," 666,821.64 ",," 518,649.95 ",0%,,MAY
001,TOM MBOYA,DISBURSEMENTS," 7,189.78 "," 50,520.79 "," 21,166.64 "," 99,915.09 ",-66%,,MAY
001,TOM MBOYA,TRADE FINANCE," 3,270,465.20 "," 9,333,119.20 "," 124,221.61 "," 4,298,443.22 ",2533%,,MAY
001,TOM MBOYA,FX INCOME," 12,147.00 "," 246,142.00 "," 28,000.00 "," 62,000.00 ",-57%,,MAY
001,TOM MBOYA,NEW ACCOUNTS, 61.00 , 246.00 , 85.00 , 425.00 ,-28%,,MAY
001,TOM MBOYA,NFI," 3,429.90 "," 11,250.16 "," 2,973.32 "," 9,254.08 ",15%,,MAY
001,TOM MBOYA,PBT," 1,369.73 "," (4,743.88)"," 6,510.58 "," 6,409.11 ",-79%,,MAY
002,LIKONI,NEW DEPOSITS," (2,210.96)"," (20,572.53)"," 2,986.00 "," 65,237.45 ",-174%,,MAY
002,LIKONI,CUMULATIVE DEPOSITS,," 52,560.51 ",," 58,070.30 ",0%,,MAY
002,LIKONI,GROSS LOAN BOOK, -   ," 91,571.33 ",," 78,823.17 ",0%,,MAY
002,LIKONI,DISBURSEMENTS," 2,185.30 "," 9,642.33 "," 5,348.77 "," 69,779.35 ",-59%,,MAY
002,LIKONI,TRADE FINANCE," 8,000.00 "," 57,500.00 "," 62,110.81 "," 214,221.61 ",-87%,,MAY
002,LIKONI,FX INCOME," 60,375.00 "," 233,534.00 "," 14,000.00 "," 247,000.00 ",331%,,MAY
002,LIKONI,NEW ACCOUNTS, 64.00 , 293.00 , 73.00 , 365.00 ,-12%,,MAY
002,LIKONI,NFI, 160.50 , 807.64 , 389.51 ," 1,293.68 ",-59%,,MAY
002,LIKONI,PBT," (2,123.25)"," (6,409.58)", 205.19 ," (2,589.92)",-1135%,,MAY
003,WOTE,NEW DEPOSITS, (766.95)," (4,761.33)"," 2,986.00 "," 57,302.89 ",-126%,,MAY
003,WOTE,CUMULATIVE DEPOSITS,," 35,523.54 ",," 55,532.07 ",0%,,MAY
003,WOTE,GROSS LOAN BOOK, -   ," 99,906.86 ",," 86,369.49 ",0%,,MAY
003,WOTE,DISBURSEMENTS," 1,632.30 "," 6,654.06 "," 5,348.77 "," 59,861.15 ",-69%,,MAY
003,WOTE,TRADE FINANCE," 4,000.00 "," 31,000.00 "," 62,110.81 "," 160,221.61 ",-94%,,MAY
003,WOTE,FX INCOME, -   , -   ," 14,000.00 "," 31,000.00 ",-100%,,MAY
003,WOTE,NEW ACCOUNTS, 12.00 , 114.00 , 66.00 , 330.00 ,-82%,,MAY
003,WOTE,NFI, 108.19 , 442.31 , 393.09 ," 1,050.83 ",-72%,,MAY
003,WOTE,PBT, 237.04 ," (3,475.71)", 529.02 ," (1,228.25)",-55%,,MAY
004,LIMURU,NEW DEPOSITS," 8,109.05 "," 9,648.97 "," 4,554.55 "," 82,105.42 ",78%,,MAY
004,LIMURU,CUMULATIVE DEPOSITS,," 32,528.69 ",," 37,967.77 ",0%,,MAY
004,LIMURU,GROSS LOAN BOOK, -   ," 111,211.26 ",," 90,216.66 ",0%,,MAY
004,LIMURU,DISBURSEMENTS," 2,025.03 "," 11,835.78 "," 8,158.48 "," 92,562.37 ",-75%,,MAY
004,LIMURU,TRADE FINANCE," 5,000.00 "," 33,000.00 "," 124,221.61 "," 509,443.22 ",-96%,,MAY
004,LIMURU,FX INCOME, -   ," 27,984.00 "," 28,000.00 "," 59,000.00 ",-100%,,MAY
004,LIMURU,NEW ACCOUNTS, 23.00 , 86.00 , 101.00 , 505.00 ,-77%,,MAY
004,LIMURU,NFI, 94.53 , 563.33 , 428.60 ," 1,295.07 ",-78%,,MAY
004,LIMURU,PBT," (1,215.19)"," (2,439.78)"," 1,466.46 "," 2,502.46 ",-183%,,MAY
005,MOI AVENUE,NEW DEPOSITS," 7,913.62 "," 1,821.89 "," 8,734.88 "," 117,135.20 ",-9%,,MAY
005,MOI AVENUE,CUMULATIVE DEPOSITS,," 144,135.48 ",," 181,704.02 ",0%,,MAY
005,MOI AVENUE,GROSS LOAN BOOK, -   ," 325,655.88 ",," 215,775.47 ",0%,,MAY
005,MOI AVENUE,DISBURSEMENTS," 1,775.46 "," 20,817.33 "," 10,575.01 "," 130,731.82 ",-83%,,MAY
005,MOI AVENUE,TRADE FINANCE," 678,280.16 "," 3,505,873.55 "," 1,608,965.62 "," 7,780,931.23 ",-58%,,MAY
005,MOI AVENUE,FX INCOME," 30,684.00 "," 335,747.00 "," 97,666.00 "," 456,332.00 ",-69%,,MAY
005,MOI AVENUE,NEW ACCOUNTS, 22.00 , 206.00 , 68.00 , 340.00 ,-68%,,MAY
005,MOI AVENUE,NFI, 864.72 ," 4,701.88 "," 4,233.66 "," 9,621.59 ",-80%,,MAY
005,MOI AVENUE,PBT," 5,124.27 "," 8,059.01 "," 6,005.96 "," 16,507.67 ",-15%,,MAY
006,THIKA,NEW DEPOSITS," (1,007.17)"," 13,358.98 "," 5,601.48 "," 78,468.41 ",-118%,,MAY
006,THIKA,CUMULATIVE DEPOSITS,," 91,304.10 ",," 86,710.13 ",0%,,MAY
006,THIKA,GROSS LOAN BOOK, -   ," 179,180.53 ",," 147,092.40 ",0%,,MAY
006,THIKA,DISBURSEMENTS," 2,398.35 "," 11,263.19 "," 11,147.11 "," 91,376.03 ",-78%,,MAY
006,THIKA,TRADE FINANCE," 33,500.00 "," 206,990.31 "," 124,221.61 "," 719,443.22 ",-73%,,MAY
006,THIKA,FX INCOME," 9,217.00 "," 322,814.00 "," 28,000.00 "," 158,000.00 ",-67%,,MAY
006,THIKA,NEW ACCOUNTS, 74.00 , 222.00 , 66.00 , 330.00 ,12%,,MAY
006,THIKA,NFI, 220.53 , 956.58 , 755.66 ," 2,293.47 ",-71%,,MAY
006,THIKA,PBT, 909.52 ," 2,711.82 "," 1,464.17 "," 7,718.88 ",-38%,,MAY
007,RUIRU,NEW DEPOSITS," 7,665.24 "," (17,795.70)"," 2,789.94 "," 84,110.75 ",175%,,MAY
007,RUIRU,CUMULATIVE DEPOSITS,," 177,293.71 ",," 211,147.51 ",0%,,MAY
007,RUIRU,GROSS LOAN BOOK, -   ," 128,210.21 ",," 133,609.33 ",0%,,MAY
007,RUIRU,DISBURSEMENTS," 2,470.00 "," 9,182.93 "," 4,997.56 "," 93,158.72 ",-51%,,MAY
007,RUIRU,TRADE FINANCE," 52,000.00 "," 215,900.00 "," 62,110.81 "," 904,221.61 ",-16%,,MAY
007,RUIRU,FX INCOME, -   ," 3,118.00 "," 14,000.00 "," 82,000.00 ",-100%,,MAY
007,RUIRU,NEW ACCOUNTS, 26.00 , 120.00 , 76.00 , 380.00 ,-66%,,MAY
007,RUIRU,NFI, 200.48 , 937.02 , 383.93 ," 1,383.03 ",-48%,,MAY
007,RUIRU,PBT, (543.67)," (1,967.02)", 239.52 ," (1,420.61)",-327%,,MAY
008,KITENGELA,NEW DEPOSITS, 989.84 ," 12,230.60 "," 6,907.37 "," 90,011.07 ",-86%,,MAY
008,KITENGELA,CUMULATIVE DEPOSITS,," 346,826.19 ",," 355,381.80 ",0%,,MAY
008,KITENGELA,GROSS LOAN BOOK, -   ," 335,776.56 ",," 214,158.44 ",0%,,MAY
008,KITENGELA,DISBURSEMENTS," 3,438.21 "," 26,106.88 "," 12,373.05 "," 104,991.50 ",-72%,,MAY
008,KITENGELA,TRADE FINANCE," 79,000.00 "," 373,632.00 "," 248,443.22 "," 1,054,886.44 ",-68%,,MAY
008,KITENGELA,FX INCOME," 78,571.00 "," 370,657.00 "," 56,000.00 "," 346,000.00 ",40%,,MAY
008,KITENGELA,NEW ACCOUNTS, 52.00 , 309.00 , 98.00 , 490.00 ,-47%,,MAY
008,KITENGELA,NFI, 243.33 ," 1,589.97 ", 804.28 ," 2,772.37 ",-70%,,MAY
008,KITENGELA,PBT, (365.51)," (4,699.78)"," 2,698.30 ", (951.79),-114%,,MAY
009,KAYOLE,NEW DEPOSITS," 22,463.98 "," 30,359.31 "," 2,867.62 "," 72,266.13 ",683%,,MAY
009,KAYOLE,CUMULATIVE DEPOSITS,," 69,432.32 ",," 54,406.29 ",0%,,MAY
009,KAYOLE,GROSS LOAN BOOK, -   ," 205,669.59 ",," 187,290.55 ",0%,,MAY
009,KAYOLE,DISBURSEMENTS, 939.19 ," 23,831.52 "," 5,136.72 "," 78,437.04 ",-82%,,MAY
009,KAYOLE,TRADE FINANCE," 44,125.00 "," 283,048.00 ", -   ," 102,000.00 ",0%,,MAY
009,KAYOLE,FX INCOME, -   ," 7,781.00 ", -   ," 6,000.00 ",0%,,MAY
009,KAYOLE,NEW ACCOUNTS, 58.00 , 196.00 , 73.00 , 365.00 ,-21%,,MAY
009,KAYOLE,NFI, 169.76 ," 1,592.19 ", 318.17 ," 1,650.26 ",-47%,,MAY
009,KAYOLE,PBT, 967.18 ," 4,371.29 "," 1,834.83 "," 7,818.17 ",-47%,,MAY
010,ELDORET,NEW DEPOSITS," (10,219.72)"," (49,489.04)"," 2,986.00 "," 88,102.89 ",-442%,,MAY
010,ELDORET,CUMULATIVE DEPOSITS,," 173,516.22 ",," 230,610.85 ",0%,,MAY
010,ELDORET,GROSS LOAN BOOK, -   ," 141,957.13 ",," 104,020.76 ",0%,,MAY
010,ELDORET,DISBURSEMENTS," 6,697.27 "," 23,467.80 "," 5,348.77 "," 98,361.15 ",25%,,MAY
010,ELDORET,TRADE FINANCE," 967,762.00 "," 2,946,894.00 "," 62,110.81 "," 2,608,221.61 ",1458%,,MAY
010,ELDORET,FX INCOME, 385.00 ," 4,752.00 "," 14,000.00 "," 205,000.00 ",-97%,,MAY
010,ELDORET,NEW ACCOUNTS, 51.00 , 313.00 , 91.00 , 455.00 ,-44%,,MAY
010,ELDORET,NFI," 1,376.77 "," 4,644.49 ", 464.34 ," 3,574.78 ",196%,,MAY
010,ELDORET,PBT, 654.99 ," (1,763.20)", 58.31 ," (5,073.01)",1023%,,MAY
011,MBALE,NEW DEPOSITS," 1,989.90 "," (9,255.98)"," 2,986.00 "," 50,837.45 ",-33%,,MAY
011,MBALE,CUMULATIVE DEPOSITS,," 28,651.69 ",," 38,630.37 ",0%,,MAY
011,MBALE,GROSS LOAN BOOK, -   ," 71,419.28 ",," 76,986.77 ",0%,,MAY
011,MBALE,DISBURSEMENTS," 2,269.28 "," 13,305.70 "," 10,544.09 "," 62,169.97 ",-78%,,MAY
011,MBALE,TRADE FINANCE," 53,540.00 "," 330,329.14 "," 62,110.81 "," 478,221.61 ",-14%,,MAY
011,MBALE,FX INCOME, -   ," 2,605.00 "," 14,000.00 "," 106,000.00 ",-100%,,MAY
011,MBALE,NEW ACCOUNTS, 76.00 , 226.00 , 58.00 , 290.00 ,31%,,MAY
011,MBALE,NFI, 200.69 ," 1,135.81 ", 512.32 ," 1,707.91 ",-61%,,MAY
011,MBALE,PBT, 164.31 ," (1,370.61)", 539.19 ," 1,420.94 ",-70%,,MAY
012,BIASHARA STREET,NEW DEPOSITS," 73,589.82 "," 89,807.62 "," 6,444.95 "," 93,020.77 ",1042%,,MAY
012,BIASHARA STREET,CUMULATIVE DEPOSITS,," 794,967.87 ",," 703,806.85 ",0%,,MAY
012,BIASHARA STREET,GROSS LOAN BOOK, -   ," 403,815.38 ",," 303,010.13 ",0%,,MAY
012,BIASHARA STREET,DISBURSEMENTS," 18,031.17 "," 29,283.37 "," 11,173.62 "," 107,510.84 ",61%,,MAY
012,BIASHARA STREET,TRADE FINANCE," 5,929,942.58 "," 15,748,836.44 "," 2,812,732.17 "," 22,281,464.34 ",111%,,MAY
012,BIASHARA STREET,FX INCOME," 14,789.00 "," 852,371.00 "," 56,000.00 "," 571,000.00 ",-74%,,MAY
012,BIASHARA STREET,NEW ACCOUNTS, 71.00 , 236.00 , 98.00 , 490.00 ,-28%,,MAY
012,BIASHARA STREET,NFI," 6,468.94 "," 17,203.32 "," 6,342.15 "," 16,542.42 ",2%,,MAY
012,BIASHARA STREET,PBT," 6,657.54 "," 20,984.41 "," 5,455.79 "," 11,270.95 ",22%,,MAY
013,RONGAI,NEW DEPOSITS," 2,548.90 "," 6,439.38 "," 6,004.72 "," 71,083.36 ",-58%,,MAY
013,RONGAI,CUMULATIVE DEPOSITS,," 84,894.39 ",," 103,130.75 ",0%,,MAY
013,RONGAI,GROSS LOAN BOOK, -   ," 166,771.92 ",," 148,423.56 ",0%,,MAY
013,RONGAI,DISBURSEMENTS," 1,294.10 "," 24,324.62 "," 10,756.14 "," 80,354.68 ",-88%,,MAY
013,RONGAI,TRADE FINANCE," 20,800.00 "," 177,380.00 "," 124,221.61 "," 521,443.22 ",-83%,,MAY
013,RONGAI,FX INCOME, 535.00 ," 48,098.00 "," 28,000.00 "," 131,000.00 ",-98%,,MAY
013,RONGAI,NEW ACCOUNTS, 70.00 , 229.00 , 68.00 , 340.00 ,3%,,MAY
013,RONGAI,NFI, 178.44 ," 1,291.32 ", 652.02 ," 2,117.20 ",-73%,,MAY
013,RONGAI,PBT, 790.52 , (121.77)," 1,622.42 "," 3,127.97 ",-51%,,MAY
014,WESTLANDS,NEW DEPOSITS, (832.84)," 3,157.54 "," 4,358.48 "," 77,916.97 ",-119%,,MAY
014,WESTLANDS,CUMULATIVE DEPOSITS,," 254,295.31 ",," 266,303.43 ",0%,,MAY
014,WESTLANDS,GROSS LOAN BOOK, -   ," 218,451.95 ",," 180,731.78 ",0%,,MAY
014,WESTLANDS,DISBURSEMENTS, 771.59 ," 22,380.53 "," 7,807.27 "," 87,114.54 ",-90%,,MAY
014,WESTLANDS,TRADE FINANCE," 2,591,690.02 "," 7,327,533.93 "," 124,221.61 "," 3,881,443.22 ",1986%,,MAY
014,WESTLANDS,FX INCOME," 5,991.00 "," 34,184.00 "," 28,000.00 "," 92,000.00 ",-79%,,MAY
014,WESTLANDS,NEW ACCOUNTS, 34.00 , 131.00 , 65.00 , 325.00 ,-48%,,MAY
014,WESTLANDS,NFI," 2,682.23 "," 8,339.42 "," 2,466.99 "," 7,584.64 ",9%,,MAY
014,WESTLANDS,PBT, 373.11 ," (2,498.23)"," 2,881.69 ", (912.23),-87%,,MAY
015,MACHAKOS,NEW DEPOSITS," 1,965.26 "," 9,560.55 "," 2,986.00 "," 65,302.89 ",-34%,,MAY
015,MACHAKOS,CUMULATIVE DEPOSITS,," 37,855.08 ",," 46,263.21 ",0%,,MAY
015,MACHAKOS,GROSS LOAN BOOK, -   ," 149,085.26 ",," 112,443.14 ",0%,,MAY
015,MACHAKOS,DISBURSEMENTS," 1,007.22 "," 8,910.17 "," 5,348.77 "," 69,861.15 ",-81%,,MAY
015,MACHAKOS,TRADE FINANCE," 16,000.00 "," 155,120.00 "," 62,110.81 "," 298,221.61 ",-74%,,MAY
015,MACHAKOS,FX INCOME," 5,189.00 "," 12,894.00 "," 14,000.00 "," 34,000.00 ",-63%,,MAY
015,MACHAKOS,NEW ACCOUNTS, 15.00 , 145.00 , 61.00 , 305.00 ,-75%,,MAY
015,MACHAKOS,NFI, 124.35 , 813.59 , 349.61 ," 1,245.45 ",-64%,,MAY
015,MACHAKOS,PBT, (220.60)," (3,033.27)", 887.10 ," 1,379.75 ",-125%,,MAY
016,NAKURU,NEW DEPOSITS," 3,775.74 "," (12,005.30)"," 8,812.57 "," 84,890.57 ",-57%,,MAY
016,NAKURU,CUMULATIVE DEPOSITS,," 144,886.43 ",," 171,238.51 ",0%,,MAY
016,NAKURU,GROSS LOAN BOOK, -   ," 171,582.24 ",," 161,400.20 ",0%,,MAY
016,NAKURU,DISBURSEMENTS," 2,411.25 "," 18,630.44 "," 8,116.51 "," 85,314.83 ",-70%,,MAY
016,NAKURU,TRADE FINANCE," 228,999.00 "," 1,109,787.00 "," 1,656,288.14 "," 4,806,576.27 ",-86%,,MAY
016,NAKURU,FX INCOME," 12,592.00 "," 296,611.00 "," 83,666.00 "," 1,034,332.00 ",-85%,,MAY
016,NAKURU,NEW ACCOUNTS, 48.00 , 232.00 , 56.00 , 280.00 ,-14%,,MAY
016,NAKURU,NFI, 470.82 ," 2,289.64 "," 4,109.80 "," 7,749.91 ",-89%,,MAY
016,NAKURU,PBT," 2,379.10 "," 7,108.89 "," 4,742.53 "," 10,964.98 ",-50%,,MAY
017,KENGELENI,NEW DEPOSITS," 27,334.49 "," (12,769.58)"," 4,462.07 "," 63,789.57 ",513%,,MAY
017,KENGELENI,CUMULATIVE DEPOSITS,," 69,080.05 ",," 81,713.62 ",0%,,MAY
017,KENGELENI,GROSS LOAN BOOK, -   ," 165,152.37 ",," 125,651.46 ",0%,,MAY
017,KENGELENI,DISBURSEMENTS," 6,010.23 "," 21,658.46 "," 8,116.51 "," 69,814.83 ",-26%,,MAY
017,KENGELENI,TRADE FINANCE," 1,558,688.04 "," 2,348,811.09 "," 1,437,421.49 "," 3,366,842.98 ",8%,,MAY
017,KENGELENI,FX INCOME," 290,613.00 "," 291,613.00 "," 42,000.00 "," 90,000.00 ",592%,,MAY
017,KENGELENI,NEW ACCOUNTS, 37.00 , 138.00 , 48.00 , 240.00 ,-23%,,MAY
017,KENGELENI,NFI," 1,835.35 "," 3,529.09 "," 3,845.24 "," 6,561.49 ",-52%,,MAY
017,KENGELENI,PBT," 2,501.38 ", (476.53)," 3,676.79 "," 3,292.43 ",-32%,,MAY
018,KISUMU,NEW DEPOSITS," 11,052.02 "," 13,244.13 "," 7,998.70 "," 86,928.27 ",38%,,MAY
018,KISUMU,CUMULATIVE DEPOSITS,," 45,749.51 ",," 56,205.97 ",0%,,MAY
018,KISUMU,GROSS LOAN BOOK, -   ," 171,059.19 ",," 163,460.74 ",0%,,MAY
018,KISUMU,DISBURSEMENTS," 3,536.75 "," 20,124.14 "," 13,214.64 "," 100,092.87 ",-73%,,MAY
018,KISUMU,TRADE FINANCE," 231,555.00 "," 701,884.15 "," 1,499,532.29 "," 3,839,064.59 ",-85%,,MAY
018,KISUMU,FX INCOME, 387.00 ," 27,873.00 "," 56,000.00 "," 133,000.00 ",-99%,,MAY
018,KISUMU,NEW ACCOUNTS, 58.00 , 398.00 , 108.00 , 540.00 ,-46%,,MAY
018,KISUMU,NFI, 457.99 ," 2,026.83 "," 4,064.53 "," 7,371.22 ",-89%,,MAY
018,KISUMU,PBT," (9,644.19)"," (9,067.10)"," 4,952.88 "," 9,862.74 ",-295%,,MAY
019,DIASPORAH,NEW DEPOSITS, (1.78), 1.35 , -   , -   ,0%,,MAY
019,DIASPORAH,CUMULATIVE DEPOSITS,, 616.54 ,, 620.50 ,0%,,MAY
019,DIASPORAH,GROSS LOAN BOOK, -   , -   ,, (15.04),0%,,MAY
019,DIASPORAH,DISBURSEMENTS, -   , -   , -   , -   ,0%,,MAY
019,DIASPORAH,TRADE FINANCE, -   , -   , -   , -   ,0%,,MAY
019,DIASPORAH,FX INCOME, -   , -   , -   , -   ,0%,,MAY
019,DIASPORAH,NEW ACCOUNTS, -   , -   , -   , -   ,0%,,MAY
019,DIASPORAH,NFI, -   , -   , 0.81 , 1.57 ,-100%,,MAY
019,DIASPORAH,PBT, (1.00), 11.83 , (0.84), (2.85),-19%,,MAY
020,MTWAPA,NEW DEPOSITS," 1,876.54 "," 17,129.69 "," 11,650.01 "," 114,504.82 ",-84%,,MAY
020,MTWAPA,CUMULATIVE DEPOSITS,," 235,587.95 ",," 264,137.01 ",0%,,MAY
020,MTWAPA,GROSS LOAN BOOK, -   ," 147,203.47 ",," 148,113.69 ",0%,,MAY
020,MTWAPA,DISBURSEMENTS," 3,091.24 "," 10,540.90 "," 20,868.44 "," 140,742.89 ",-85%,,MAY
020,MTWAPA,TRADE FINANCE," 5,000.00 "," 47,200.00 "," 248,443.22 "," 685,886.44 ",-98%,,MAY
020,MTWAPA,FX INCOME," 30,061.00 "," 355,779.00 "," 56,000.00 "," 409,000.00 ",-46%,,MAY
020,MTWAPA,NEW ACCOUNTS, 69.00 , 614.00 , 178.00 , 890.00 ,-61%,,MAY
020,MTWAPA,NFI, 215.18 ," 1,395.60 "," 1,044.18 "," 3,017.22 ",-79%,,MAY
020,MTWAPA,PBT," (1,873.60)"," (9,155.45)", (894.29)," (8,290.19)",-110%,,MAY
000,CENTRAL OFFICE,NEW DEPOSITS, -   , -   , -   , -   ,0%,,JUN
000,CENTRAL OFFICE,CUMULATIVE DEPOSITS,, -   ,, -   ,0%,,JUN
000,CENTRAL OFFICE,GROSS LOAN BOOK, -   , -   ,, -   ,0%,,JUN
000,CENTRAL OFFICE,DISBURSEMENTS, -   , -   , -   , -   ,0%,,JUN
000,CENTRAL OFFICE,TRADE FINANCE, -   , -   , -   , -   ,0%,,JUN
000,CENTRAL OFFICE,FX INCOME," 33,750.00 "," 243,620.00 ", -   ," 99,000.00 ",0%,,JUN
000,CENTRAL OFFICE,NEW ACCOUNTS, -   , -   , -   , -   ,0%,,JUN
000,CENTRAL OFFICE,NFI, 0.00 , 453.77 , 0.04 , 117.59 ,-94%,,JUN
000,CENTRAL OFFICE,PBT," (16,569.25)"," (179,455.82)"," (20,567.41)"," (162,062.39)",19%,,JUN
001,TOM MBOYA,NEW DEPOSITS," (12,228.28)"," 27,530.06 "," 7,465.98 "," 80,463.39 ",-264%,,JUN
001,TOM MBOYA,CUMULATIVE DEPOSITS,," 506,153.63 ",," 516,041.84 ",0%,,JUN
001,TOM MBOYA,GROSS LOAN BOOK, -   ," 672,857.79 ",," 525,266.65 ",0%,,JUN
001,TOM MBOYA,DISBURSEMENTS," 9,977.89 "," 60,498.68 "," 21,166.64 "," 121,081.73 ",-53%,,JUN
001,TOM MBOYA,TRADE FINANCE," 4,001,647.94 "," 13,334,767.14 "," 124,221.61 "," 4,422,664.83 ",3121%,,JUN
001,TOM MBOYA,FX INCOME," 131,994.00 "," 378,136.00 "," 28,000.00 "," 90,000.00 ",371%,,JUN
001,TOM MBOYA,NEW ACCOUNTS, 69.00 , 315.00 , 85.00 , 510.00 ,-19%,,JUN
001,TOM MBOYA,NFI," 4,188.96 "," 15,439.12 ", 977.68 ," 10,231.77 ",328%,,JUN
001,TOM MBOYA,PBT," (1,337.19)"," (6,081.07)"," 4,844.37 "," 11,253.48 ",-128%,,JUN
002,LIKONI,NEW DEPOSITS," 4,406.58 "," (16,165.95)"," 2,986.00 "," 68,223.45 ",48%,,JUN
002,LIKONI,CUMULATIVE DEPOSITS,," 56,967.09 ",," 61,056.30 ",0%,,JUN
002,LIKONI,GROSS LOAN BOOK, -   ," 90,769.65 ",," 81,707.35 ",0%,,JUN
002,LIKONI,DISBURSEMENTS, 841.43 ," 10,483.76 "," 5,348.77 "," 75,128.12 ",-84%,,JUN
002,LIKONI,TRADE FINANCE, -   ," 57,500.00 "," 62,110.81 "," 276,332.42 ",-100%,,JUN
002,LIKONI,FX INCOME," 43,194.00 "," 276,728.00 "," 14,000.00 "," 261,000.00 ",209%,,JUN
002,LIKONI,NEW ACCOUNTS, 114.00 , 407.00 , 73.00 , 438.00 ,56%,,JUN
002,LIKONI,NFI, 127.27 , 934.91 , 383.56 ," 1,677.23 ",-67%,,JUN
002,LIKONI,PBT," (1,490.45)"," (7,900.03)", 172.21 ," (2,417.71)",-965%,,JUN
003,WOTE,NEW DEPOSITS, (5.87)," (4,767.20)"," 2,986.00 "," 60,288.89 ",-100%,,JUN
003,WOTE,CUMULATIVE DEPOSITS,," 35,517.67 ",," 58,518.08 ",0%,,JUN
003,WOTE,GROSS LOAN BOOK, -   ," 98,096.67 ",," 89,424.06 ",0%,,JUN
003,WOTE,DISBURSEMENTS, -   ," 6,654.06 "," 5,348.77 "," 65,209.92 ",-100%,,JUN
003,WOTE,TRADE FINANCE," 5,000.00 "," 36,000.00 "," 62,110.81 "," 222,332.42 ",-92%,,JUN
003,WOTE,FX INCOME, -   , -   ," 14,000.00 "," 45,000.00 ",-100%,,JUN
003,WOTE,NEW ACCOUNTS, 30.00 , 144.00 , 66.00 , 396.00 ,-55%,,JUN
003,WOTE,NFI, 45.22 , 487.53 , 395.52 ," 1,446.35 ",-89%,,JUN
003,WOTE,PBT," (1,075.28)"," (4,550.99)", 556.97 , (671.28),-293%,,JUN
004,LIMURU,NEW DEPOSITS," 2,267.02 "," 11,915.99 "," 4,554.55 "," 86,659.97 ",-50%,,JUN
004,LIMURU,CUMULATIVE DEPOSITS,," 34,795.71 ",," 42,522.32 ",0%,,JUN
004,LIMURU,GROSS LOAN BOOK, -   ," 114,136.13 ",," 95,498.81 ",0%,,JUN
004,LIMURU,DISBURSEMENTS," 3,594.35 "," 15,430.13 "," 8,158.48 "," 100,720.85 ",-56%,,JUN
